Father_node,Child_node,语义关系,发言类型(Child_node)
放置 食道 支架 换 靶向 药 试试,一个月 前 做 胃镜 说 放 支架 妈妈 淋巴 肿大 食管 压 连水 下不去 气管 压 留 一点 地方 喘得 厉害 本来 想放个 最细 胃流 导管 吃 流质 纠结 半天 放 担心   胃镜 镜头 食管 25cm 30cm 地方 实在 下不去 胃流 导管 盲 插 难度 更大 痛苦 半天 放不下   放下 淋巴 压迫 食管 气管 地方 连在一起 空间 食管 有个 管子 气管 进一步 压迫 采用 静脉 补液,2,2
多处 骨转 先 放疗 化疗 压一压,单做 ECT 确诊 骨转移 骨痛 做 增强 CT 才行 说 确诊 做 病理 基因 检测 做 手术 化疗 吃 靶向 药 进一步 检查 寄希望于 误诊 得知 患 病时 多半 接受 误诊 治疗 延误 病情,3,3
乙肝 表面抗原 阳性 HBVDNA 低于 检测 限 不用 抗病毒 如要 恩替 卡 韦比 拉米夫定 效果,afp 加测 肿瘤 标志物 铁蛋白 顺便 凝血 测,1,2
"谢谢 老马 建议 下个月 2992 鼻血 口腔炎 味口 差 59 量 改为 50mg 
 请 建议",奇效,3,3
  癌症 遥不可及 突降 父亲 身上 治疗 请求 指点,炎症 先 消炎 C 高,0,1
爸爸 肺 腺癌 骨转 299804 中 停 止痛药 CEA CA199 降 胰体 低密度 灶 耐药,禁绝 中药 中成药 补药 偏方 保健品,0,1
  爸爸 肺 鳞癌 爸爸 走 现 一瓶 特,鳞癌 基因突变 概率 腺低 一线 治疗 首选 化疗 推荐 吉西 滨 联合 顺铂 化疗 四次 靶向 药能试 阿法 替尼,0,1
34   急 求助 憨豆 老马 平安 阿梁 高手 老伴 凯美纳 耐药 一步 治疗 方案,4002 2992 效果 转回 凯美纳 希望 4002 凯美纳 4002 凯美纳 轮换 手上 4002 次 每次 片 凯美纳 每次 片 脉冲 吃法 过渡,0,1
肺 腺癌 IV 期 EGFR19 突变 11 月 妈妈 走,记得 论坛 里 憨 说 19 突变 特罗 凯 更好,0,1
19 号 突变 吃 9291   现想 换药 9291 留着 吃,我家 9291 9291 耐药 问过 北京肿瘤医院 大夫 再行 检测 突变 情况,1,2
  肝内 胆管 CA 术后 10 月 复发 记录 靶向 治疗,以降 CA199 唯一 目标 尝试 阿西 替尼 毫克 X2 次 天 足量 索坦,0,1
"上个星期 双脚 无力 大小便 失禁 
 
 现象 是否是 脑部 放疗 效果 不好 做 脑部 核磁 增强 确认 下为 
 
 大便 先 开塞露 试试",谢谢 明天 安排 做 pet ct 时 病因,1,2
伯母 头疼 善于 表达 脑部 好转 药效 留意 呕吐 脑部 进展,说 9291 4002 加特 myheaven 说 毒副作用 小些 我妈 两天 脸色 发黄 4002 加易 副作用,1,2
27   一个月 病情 爆发式 进展 多量 胸水 基因 未 突变 急求 高手 指点,妈 乳腺癌 HER2 突变 易特 无效 尝试 2992,0,1
甲沟炎,维生素 B6 泡脚 B6 碾成 粉 护手霜 行 调匀 涂抹 在手 脚 患处 现成 维生素 B6 软膏 效果,0,1
特罗 凯试 有用,检查 CEA 10 症状 改善 特 吃,1,2
本来 血栓 280,184 副作用 导致 血栓,3,3
甲沟炎,吃药 康复 困难 用头 孢粉 敷 几次 好点,0,1
  2015 12 22 更新 过关斩将 下一关 爷爷 不肯 吃饭 不爱 喝水 90 岁 爷爷 治疗 记录,贝伐 治疗 胸水 不错,0,1
方法 冬瓜皮 冬瓜 籽 蚕豆   煮水,父亲 一月 胸水 厉害 易瑞沙 吃 一个半月 水才 消了,3,3
楼主 家 月 估计 易 已有 耐药 迹象 790 细胞 占 比例 后边 2992 无效 4002 短暂 9291 稳定 即可 9291 60mg 远端 转移 足够 居于 上边 原因 加量 估计 效果 有限,说 9291 4002 加特 myheaven 说 毒副作用 小些 我妈 两天 脸色 发黄 4002 加易 副作用,1,2
V 靶点 表达 高 V 靶点 药 高手,PDCD1 PD 表达 高 土豪 试试 PD 单抗,1,2
楼主 身高 体较 重 改吃 特罗 凯 记得 小弟 北京 协和 化疗 期 无效 主任 说 他个 高 体重 好吃 特罗 凯 一周 见效 回想 三天 见效 特 日 服量 耐药 量 你家 吸烟史,塞来 昔布 200MG 参考 深蓝 帖子 局部 止痛,3,3
3A 期 腺癌 病人     手术 化疗 都行 倾向 化疗 手术 很大 年内 转移,化疗药 有没有 用过 阿瓦斯 汀 药 用过 一段时间 不好 手术 伤口 张好 机会 手术 确实 羡慕 咨询 几个 医生 建议 做 基因 检测 化疗 伤害 太 靶向,2,2
12   易瑞沙 特罗 凯 2992 4002 299804 易 120 特 4002 ..... 现 2921 单药 中 ....,易特 2992 试试,0,1
73   乳腺癌 年 转移 肝 骨 纵膈 双侧 肺门 淋巴 多发 转移 治疗 中,去势 治疗 有用,0,1
29   妈妈 治疗 用药 记录 儿子 别怕 并肩作战 抗癌 一周年,憋气 气短 重视 夹 手指 式 血氧仪 监测 血 氧量 淘宝 卖 100,0,1
"口腔溃疡 吃些 维生素 B2 B6 复方 氯己 漱口 
 皮疹 甲沟炎 金银花 野菊花 煮水 洗身 不行 百多 邦",谢谢 提议 方法 尝试 尝试 中药 调理 服用 两天 效果,2,2
脑转 单个 伽马刀 效果,脑转 无症状 不想 伽马刀 全脑放 建议 特罗 凯 易入 脑 几率 骨转 每月 打骨 转针 建议 供参考,1,2
甲亢 舒服 情况 头疼 也许 甲亢 服药 治疗,甲亢 控制 住 几天 头 不痛 查 CEA 升到 25.68 CT 显示 月 日 9291 天才 2992 耐药 稳定 两个 半月 明天 空窗 9291 4002 拿不定 主意 谢谢 传理,1,2
求助 肺 鳞癌 吃 靶向 药,S1     希罗 达   消化道 鳞癌 首选 氟尿嘧啶 类,0,1
病情 处于 进展 期 培美 顺铂 强力 阿瓦斯 丁来 抑制 住 病情 进展 再换 靶向 药,吃 2992 接特 易 药 间隔 尝试 新药 BKM120 试药 期间 不妥 吃 回特,3,3
鳞癌 基因突变 概率 腺低 一线 治疗 首选 化疗 推荐 吉西 滨 联合 顺铂 化疗 四次 靶向 药能试 阿法 替尼,化疗 淘宝 买 默克 止敏 吐 雅培 保康 速,3,3
013 年 月 伤寒 感冒 咳嗽 艾灸 大椎穴 方法 我家 每次,解决 靶向 药,1,2
  基因突变 步法 轮换 药 阿西 无效 第二轮,试下 阿西 我家 易 特 克 试过 阿西 第一轮 阿西 轮中 KRAS 突变 尝试 双膦 酸 药物 雷帕 霉素 联合 策略,0,1
25   求助 帖   老公 肺 腺癌 晚期 疼痛 厉害 易瑞沙 耐药 求 论坛 高 指点 万分 感谢,过度 治疗,0,1
憨叔 有幸 肝癌 年 复发 大面积 弥散 门脉 癌栓 吐血 腹水,利尿剂 消除 腹水 卧床 休息 戒盐 戒油,0,1
建议 阿西 加 184 加唑来 膦 酸,做 基因 检测 论坛 野生型 用特 例子 试药 抓紧 试 没效 没什么,2,2
查 颅脑 增强 MR,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
百令 胶囊 肺 肾 两虚 作用,解决 靶向 药,1,2
"  
 唑 磷酸 输 冲突 三周 四周 周期 输 副作用 停","  
 哆来 磷酸 周末 输 谢谢您 建议 放疗 顾虑 想先 缓缓 妈妈 头不疼 左胳膊 靠近 腋下 一端 腋下 很麻 木 怎么回事",1,2
癌症 确认 谈 治疗 急 冷静 先 穿刺 东西,做 穿刺 活检 肿瘤 性质 做 免疫组化 做 基因突变 检测 检查 CEA,1,2
建议 盲试 靶向 药 采用 微波 消融,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
"克药 国内 贵 领赠 药 前期 30W 印 好像 1.3 W 
 QQ 群里 好像 卖 赠药 2W   价格 楼主 参考 年轻 身体 条件 好些 手术 加 化疗 实在 不行 吃药 希望 早日康复",同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
化疗 无效 两个 周期 CT 效果,感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
找 一家 修脚 店子 不用 拔甲 修掉 嵌入 肉里 指甲 两边 妈妈 说 有点痛 回到 家后 不痛,很难 修 脚本 店治 修 完后 天会 疼痛 度 耐受 吃药 还会出 治 就行了,1,2
我妈 上海东方 肝胆 医院 做 六个 疗程 生物 治疗 效果 特 生存期 肯定 延长,一步 先 做 生物 治疗,1,2
11   新手 爸爸 肠 梗塞 手术 发现 结肠癌 求 指引 治疗,淋巴 转移 做 完 手术 切除 病灶 事 父亲 不幸 病 子女 悉心 照顾 父亲 外 用心 学习 抗癌 知识 多到 论坛 恶补 相关 治疗 方法 .........,0,1
60   妈妈 肺 腺癌 正易 月 化疗 次 2992 一个月 无效 4002 一个月 耐药 4002 易,4002 心脏 毒性 较大 吃 辅酶 Q10 吃 左卡尼汀 口服液 我妈 采用 4002 联易 感觉 心脏 舒服 服用 左卡尼汀 改善,0,1
治病 七分 医生 三分 靶向 靶向 化疗 副作用 很大,同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
86   老公 31 岁 肺 腺癌 四期,V 靶药 免疫组化 试药,0,1
恶心 食欲 乏力 头疼 腿疼 纠结 脑转 控制 进展 脑转 大碍 控制 进展 脑转 属 耐药 一步 运气 病人 个体差异 可供 借鉴 经验 至少 概率 角度 特罗 凯 能用 14 月 眼下 4002 特是 稳妥 选择 4002 特用 一个月 做 复查 做 判断 无效 试试 XL184 2992 阿西 替尼 选择 被动 轮换 承担风险 运气,哥哥 终于 谢谢 指正 明天 观察 特 稳妥 担心 妈妈 副作用 吃不消 吃 特 一堆 副作用,1,2
  新人 求助 母亲 服用 易瑞沙 23 月 耐药 790 呈 阴性,4002 184 两周 病人 自我感觉 有没有 好转,0,1
想试 先试易 一盒 无效 克药,感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
肺部 炎症 抗生素 讲究 老马 家 贴子 十多 二十多 页 讲 他家 肺部 炎用 药 好像 可乐 必妥 沙星类 药 他家 舒普深   国产 效果,医源性 感染 有时候 可怕 耐药 菌株 消炎药 没用 好像 拜 福乐 强大,3,3
73   乳腺癌 年 转移 肝 骨 纵膈 双侧 肺门 淋巴 多发 转移 治疗 中,992 试 用过 2992 内分泌 治疗,0,1
我查 资料 培美曲赛 叶酸 配合 印象 中是 培美曲赛,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
月 依维莫司 月 药后 病情 轻重 转回 西地尼布 尝试 药,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
求助 肺 鳞癌 吃 靶向 药,反正 鳞癌 吉西 滨 紫杉醇 化疗 不行 铂 类 药太伤 身体 我爸 身体 很瘦 基因 未 突变 盲试 特罗 凯 至少 受 那苦 建议 学习 抽时间 做 笔记 相互 努力,0,1
求助 请问 特罗 凯 副反应 短暂 停药 特罗 凯已 服用 20 周 谢谢,腹泻 吃腹 可安片 爸爸 刚吃易 泻得 够呛,0,1
腺癌 化疗 看法 突变 靶向 效果,同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
ALK 靶向   克药 有版 yl 总 想着 赠药   买 假药 正版 药 非 正版 药效 区别 价格低,同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
33 肺 腺癌 晚期 次 化疗 无效 至服 正版 特罗 凯 15 月 特联 184 中 寻求 指点,停特 先上 75mg 2992   一个月 效果 控制 住 趋势 换 4002 特 肯定 后续 9291 V 靶点 阿西 选择,0,1
做 穿刺 做个 基因 检测 靶向 治疗 胸腔 积液 输液 太多 不好 先 对症 治疗,确诊 轻易 放弃 基因 检测 做 后续 治疗 参考 指导意义 担心 病人 病情 抵触 化疗 治疗,1,2
肿瘤 多处 转移 影响 日常 生活 工作 局部 治疗,医生 建议 主动 手术 放疗 激光治疗 冷冻 身体 伤害 不小 不想 生活 病人 状态,1,2
主刀 建议 做 肺部 治疗 说 意义 太 弄掉 通话 咨询 伽马刀 可不 可行 两天 片子 做 妈妈 转移 方式 妈妈 说,效果 一两年 稳定 定期检查 就行了,3,3
易瑞沙 月 耐药 后脑 转 爸爸 2017 年 月 仙逝 低价 转 台湾 2992 阿法 替尼 一瓶,身体 耐受 建议 放疗 单个 病灶 做 定向 放疗 效果 不错,0,1
我家 野生型 全阴 吃克,奇效,3,3
全身检查 肺部 确实 手术 身边 病友 切除 整片 肺 生活 状态 依然 不错 手术 首选 降低 癌 负载 治疗,做好 全身检查 有无 转移 找 手术 医生 咨询 手术 生存期 长,3,3
无论如何 做 基因 检测,先 试药 医院 做 支气管 检测 等待 检测 取 组织 做 免疫组化 基因 检测 试药 没效 副作用 有用 病情 控制 路 走些,1,2
9291 量 升 70 量 少 而凯 有人 换成 299804 9291 联合 PI3K 腺 异常 太少 这是 通路 用药 平常 稳定 倒 连用 两种 药,299804 BKM120 备好 基因 检测 PIK3CA 突变 早早 备好 药 基因 报告 补贴 第一个 帖子 里 碰到 严峻 问 草船 时 主任医师 CT 片后 告诉 间质性 肺炎 停凯 美纳 9291 减量 激素 治疗 星期 CT 复查 停 9291 真不知道,1,2
  2015 12 22 更新 过关斩将 下一关 爷爷 不肯 吃饭 不爱 喝水 90 岁 爷爷 治疗 记录,感染 用泰能 拜服 乐,0,1
我家 7080 184 两周 AFP 下降 乏力 嗜睡,测 免疫 化组 ALK C MET HER VEGF EGFR ALK C MET 号 用克唑 替尼 XL184,3,2
肺部 炎症 找 呼吸科 大夫 治疗 找 肿瘤科 大夫,大夫 说 CT 清新 肺部 发炎 C 蛋白 高 肺部 炎症 肺部 炎症 地方 肺部 炎症 肺部 发炎 治疗,3,3
手术 手术 原因 放弃 手术 机会 抗癌 路上 后悔 做 理想 做 后悔 治疗 经验 病情 治定 合适 方案 希望 成功,同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
趁现在 领凯 美纳 赠药 建议 4002 150mg 次 凯美纳,十二月 复查 CEA34.34 下降 Nse 恢复正常 求解   依然 单药 联合 4002 下降 seacat   南宁 阿梁,3,3
记得 我家 老鹳草 试试,预防 甲沟炎 修剪 指甲 不让 长进 肉里 红肿 用温 水泡 软 忍痛 修剪 脓 挤 净 抹 百多 帮 修剪 关键 痛 及时处理 找 修脚 师傅 拔甲 麻药,1,2
"下午 
 凡德 上升幅度 超过 30% 轮换 阿西 无效","下午       
 您好   谢谢 解答   易瑞沙 月 2992 月 再凡德 月 再易瑞沙 月 循环",1,2
基因 检测 很贵 做 做 免疫 化组 就行了,测 免疫 化组 ALK C MET HER VEGF EGFR ALK C MET 号 用克唑 替尼 XL184,3,2
暂时 全身 化疗 副作用 领 做 化疗 瞒不住,"关键 那位 病友 接受 内分泌 治疗 转移 病灶 ER 表达 
 接受 内分泌 治疗 ER 强 阳性 去势 效果",3,3
"992 副作用 状况 吃 前 检查 CEA   吃 一个月 检查 CEA 即可 
 惊慌失措 没什么 CEA 低 状况 不错",父亲 一月 胸水 厉害 易瑞沙 吃 一个半月 水才 消了,3,3
14 母亲 乳癌 年 分享 抗癌 历程 陆续 更新,身体 条件 太差 小剂量 多西 塞 每周 方案 小剂量 希罗 达 小剂量 希罗 达 小剂量 2992,0,1
药嘛 需 胆大心细 百之 五十 谢天谢地 你家 吃 靶向 可用 药 先 吃 那种 只能 建议 憨 兄 套路 用药,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
经济 条件 身体 条件 先 穿刺 检测 病理 基因 靶向 药,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
建议 肝移植 移植 只会 加速 肿瘤 疯长,终末期 确实 所说 对症 治疗 折腾 听 残酷,1,2
  妈妈 肺腺 3B 治疗 年 2015.10 去逝 感谢 群,易瑞沙前 两个 月 拍片 稳定 估计 化疗 效果 延续 易瑞沙后 两个 月 肿瘤 1.6 2.1 增大 1.7 2.6 易瑞沙 确实 感觉 无效,0,1
希望 化疗 手术 鳞癌 靶向 药 有效率 低些,化疗 两次 希望 手术,1,2
好好   读帖 靶点 病情 做个,测 免疫 化组 ALK C MET HER VEGF EGFR ALK C MET 号 用克唑 替尼 XL184,3,2
B 期 快脑 转移 细胞 癌 恶性 程度 高 细胞 肺癌 靶向 药 PD,未 分化 恶性 程度 预后 最差 条件 试试 PD1,1,2
"昨天 差点 冲动 老马 建议 试特 说 野生 不好 推荐 经验 病友 建议 
 庆幸 观点 说 E 野生 met 扩增 所致 想 试试 特联 280 打击 期待 
 北京 蜡块 做 检测 后天 快递 寄 做 检测 期待 突变 
 爸爸 同意 只能 特罗 凯 上市 靶向 药找 突破 期待",观点 靶点 耐药 cmet 扩增 E 野生 met 扩增 所致 文献 观点,2,2
  肺腺 18 号 G719X 20 号 S768I 27 月 陪美 化疗 2992 9291 多西 北伐 特 9291,做 ALK 检测 用药 做,0,1
脑部 增强 核磁 脑转 有脑 转 脑部 水肿 输 甘露醇 地塞米松 脱水,你家 症状 脑 转移 癫痫 失神 发作 检查 脑部,1,2
身体 医院 建议 化疗 19 突变 靶向 脑转 淋巴 转 治疗 情况 准许 做 骨 扫 心中有数 想先 瞒 化疗 瞒不住 靶向,舅妈 骨转 吃 靶向 几个 月 骨 转针 停,1,2
老人 年纪 做做 检测 基因 一步 选择 方案 做好,奇效,3,3
咸骨 牡蛎 粥治 靶向 药 上火 穿 桑蚕丝 衣服,吃药 时间 调整 上午 下午 点先 改善 睡眠 试试,1,2
57   求助 急急 急 肝癌 肺转 多吉 美服 三月 无效 肺部 已有 公分 用药 附 报告,肺部 做 局部 治疗 意义 专家 给出 方案 局部 治疗 想 靶向 药 药物 控制 肺部 进展 可能性 肝部 肺部 局部 先 消灭 病灶 治疗 过度,0,1
01   pd1 失败 急寻 靶向 药 救命 盼 憨 叔 好梦成 真 指导,取 组织 做 肺癌 相关 十几项 基因 检测 有没有 突变 找到 合适 靶向 药 祝 治疗 顺利,0,1
手术 上克,alk 家属 送上 祝福 我家 化疗 克 效果 稳定,1,2
07   父亲 人生 一棵树 骨转 肝转 适合 手术 放化疗 盲试 易瑞沙 结束 时间 89 回复数 11 类型 建议 型,T790 4002 试一下 懂 说 家 易 耐药 后要 2992 4002 2992 效果 不好 就试 4002 请 治疗 贴 问问 懂 换个 靠谱些 化疗药 行 我爸 当初 进 ICU 医生 说 小时 算了 救回来 正常人 楼 信心 多种 药 方法 试 甘心,0,1
在备 4002 药 两天,感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
不想 病人 遭罪 病人 年龄 建议 盲试 特罗 凯 日子 治疗 很快,说 盲试 易 特,1,2
谢谢 cat     打算 2992 联合 诺维 两个 疗程 打压 指标 提议 用药,"单药 184 
 你家 单药 184 多久 指标 换药 用到 副作用 耐受",0,4
"医生 先 化疗 延缓 一段时间 化疗 无效 靶向 药 延续 一段时间 靶向 等于 放弃 化疗 一段 生存期 
 解释 赞同 一是 化疗 太伤 身体 二是 费用 高",同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
淋巴 转移 建议 做 PETCT 确认 身体 部位 转移,谢谢 zerg chn 提醒 手术 前 CT 检查 没说 有事 说 肠癌,1,2
中药 慢慢 调理,吃 靶 药时 医生 吃 中药 增加 肝 肾 负担,2,2
84 阿西 靶点 重叠 副作用 类似 吃 风险 太 单药,感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
特 非 正版 承受 加油,暂时 换特 比易 药效 强 倍,1,2
爸爸 低 分化 肺 腺癌 基因突变 记录 治疗 过程,前 同事 推荐 吃何 仙菇 说 效果,0,1
33 肺 腺癌 晚期 次 化疗 无效 至服 正版 特罗 凯 15 月 特联 184 中 寻求 指点,听 病友 说 184 干扰 CEA 病人 情况 好转 用满 一个月,0,1
cea 敏感 不用 检 检查 乙肝病毒 DNA 超标 抗病毒 治疗 错 谷草 当谷 丙 需检 2992 吃 特,谢谢 阿梁 帮 我家 详细分析 非常感谢 我会 VEGFR 类 靶向 药 关注 CA15 指标,1,2
79   手术     保守 治疗   我快   支持不住,手术 手术,0,1
妈妈 身体状况 爸爸 做 完 胸膜 固定 易瑞沙 一线 治疗 中 胸膜 固定 胸腔镜 微创 手术 胸部 开 两个 一到 两 公分 孔 胸水引 干净 后行 热 灌注 疗法 即用 热水 胸腔 存留 一段时间 肿瘤 高温 耐受 组织 铂 洒 滑石粉 胸膜 炎症 长到 手术 希望 杜绝 胸膜 后患 妈妈 身体 考虑一下 治疗 方法,胸腔 注射 药物 治疗 方式 建议 方式 肺部 可逆 伤害 代价 控制 胸水,2,2
11   新手 爸爸 肠 梗塞 手术 发现 结肠癌 求 指引 治疗,淋巴 转移 建议 做 PETCT 确认 身体 部位 转移,0,1
靶向,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
是因为 服用 多吉 美的 中药 降低 多吉 美的 疗效 憨叔 帖子 里 提到,鳞癌 奥铂 多西 无效 医生 建议 健泽 铂 类 爸爸 脚疼 身体 顶 不顺,1,2
易瑞沙,增加 降压药 天 时间 血压 稍降 吃 特罗 凯,3,3
吃 点 药 重点 监控 血压 论坛 里 备有 络活 喜 降压药,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
月 化疗 记得 培美蛮 贵 期 奥沙利 珀,暂时 换特 比易 药效 强 倍,1,2
妈妈 肺 腺癌 21 突变 特罗 凯 月 联合 184 4002 无效 克唑 替尼,易瑞沙 特罗 凯 一代 药 特罗 凯 浓度 高于 易 特 耐药 回易瑞沙,0,1
特罗 凯 要试,暂时 换特 比易 药效 强 倍,1,2
查 头部 增强 磁共振     妈妈 脑转前 手指 麻木,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
CT 进展 换 2992 4002 靶向 一代 二代 一下子 夸到 三代 生存期,易 耐药 换 特罗 凯 2992,1,2
去势 治疗 有用,莫昔芬 原理 竞争性 ER 阻止 癌细胞 接触 雌激素 莫昔芬 期间 体内 雌激素 水平 降低 癌细胞 高 雌激素 环境 中 莫昔芬 耐药 癌细胞 雌激素 途径 接触 雌激素 表达 ER 莫昔芬 遮挡 ER ER 结构 改变 莫昔芬 ER 诺 雷德 来曲唑 去势 手术 原理 降低 体内 雌激素 水平 癌细胞 表达 ER 没用 雌激素 生长 抑制,3,3
56   爸爸 月 号 走 感谢 朋友 巨块 型 术后 月 肝内 多发,"建议 抗病毒 药 输液 肝利欣 香茹 多糖 
 经验 抗病毒 药 初次 采用 一段时间 状态 平稳 
 令尊 状态 
 几天 几天 
 状态 稳定 两个 月 再考 肝 代偿 能力差 高蛋白 食物 要少用 
 如用 用支 氨基酸 类药物 
 14AA 瑞甘 虑 药物 支连 氨基酸 加量 肝 代偿 能力差 伤肝 伤肾 心肌 伤害 腿 肿 肾功能 影响",0,1
肺部 放疗 谨慎 一点 我家 惨痛教训,单肺     医生 建议 术后 放疗,1,2
爸爸 肺 腺癌 骨转 299804 中 停 止痛药 CEA CA199 降 胰体 低密度 灶 耐药,止痛 试试 雪莲 贴 网上 卖 便宜 每盒 两贴 80 元 爸爸 感到 效果 负作用,0,1
方法 臌症 丸,吃 一个月 臌症 丸 父亲 感觉 吃 胸闷 减轻 胸水 没少 试试,3,2
"肺癌 病人 cmet 扩增 远处 转移 骨转移 cmet 扩增 概率 较大 
 cmet 药都 治疗 骨转移 有效率 
 吃 cmet 药 缓解 骨转 疼痛 降 指标 缩小 原发 肿瘤 
 cmet 药 换 耐药 位置 cmet 药 单药 联 egfr 药 联抗 血管 药 联 化疗 联 PI3K 药 
 http www yuaigongwu com thread -. html 
 http www yuaigongwu com forum php mod viewthread tid 12718 
 MET Met 回事 同一个 基因 蛋白质 别名 MET 基因 家族 名称 家族 里 Met 激酶 Ras 家族 名称 KRas 肿瘤 生成 相关 成员 家族 成员 肿瘤 生成 相关",懂 感觉 先用 4002 单药,1,2
基因突变 盲试 易瑞沙 特罗 凯 突变 两 同一个 靶点,靶向 用特 化疗 后要 脑转,1,2
当务之急 一点 激素 地塞米松 甲强 龙 缓解 水肿 解除 压迫 实在 放疗 支架 植入 缓慢 呼吸困难,别急 先 激素 支架 放疗 水肿 时 症状 加重 一段,1,2
"特罗 凯 耐药 没什么 留恋 停止 
 换 2992 联 184 副作用 情况 耐受 减量 间隔 服用 进展 期 重典 药要 足 副作用 对症 万不得已 减量",希望 ct 稳定 cea 翻 好几倍 佩服 楼主 淡定 建议 及早 做出 换药 瞒 大夫 赠药 领 群里 干,1,2
打击 一波接 一波 只能 先 化疗,我家 检测 算是 2014 年 10 月 17 日 2014 年 月 确诊 时 颈部 淋巴结 病理 白片 广州 益善 公司 基因 检测 egfr18192021 野生型 2014 年 月 上海 泛亚 公司 检测 ALK 检测 阴性 2014 年 月 广州 益善 公司 VEGFR1mRNA   78.7%   高 表达 VEGFR2mRNA   73.5%   中偏 高 表达 VEGFR3mRNA   70.6%   中偏 高 表达 KRASE2E3   野生型 ROS1 基因 重排 HER2 基因 拷贝数 1.0 CMET 基因 扩增 2014 年 11 月 11 日 华大 医学 华大基因 外周血 检测 化疗 药物 靶向 药物 检测 FLCN 基因 s240 突变 提示 mTOR 抑制剂 如依维莫司 西罗 莫司 西罗 莫司 敏感 CDKN2A 基因 失活 突变 提示 CDK4 抑制剂 Palbociclib   LEE011 LY2835219 敏感 化疗 药物 敏感性 高 毒副作用 风险 低 药物 紫杉醇 多西 紫杉醇 伊立 替康 卡培 滨 氟尿嘧啶 嘌呤 类化合物 嘌呤 类似物 化疗 药物 敏感性 低 毒副作用 风险 高 药物 蒽环类 氨甲蝶呤 2014 年 11 月 14 日 第六 周期 化疗 情况 2014 年 11 月 21 日 凯美纳 中 2012 年 12 月 17 日 住院 复查 稳定 凯中,3,3
妈妈 12 年 服用 易瑞沙 月 CEA 胸部 CT 随访 频率 肺部 控制 无论是 易瑞沙 阿法 替尼 804 阿法 替尼是 类似 药 阿法 替尼 月 脑部 进展 神志不清 呕吐 次 尝试 804,804 控制 脑转 阿法 替尼强 肺部 控制 药物,3,0
谢谢 阿梁 帮 我家 详细分析 非常感谢 我会 VEGFR 类 靶向 药 关注 CA15 指标,奇效,3,3
"  
 哆来 磷酸 周末 输 谢谢您 建议 放疗 顾虑 想先 缓缓 妈妈 头不疼 左胳膊 靠近 腋下 一端 腋下 很麻 木 怎么回事",楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
