Father_node,Child_node,语义关系,发言类型(Child_node)
无基因突变可以盲试易瑞沙或者特罗凯，很多没突变的都有效，不过这两是同一个靶点的。,上靶向吧，用特可以，化疗后要注意脑转。,1,2
当务之急可以考虑用一点激素，地塞米松或者甲强龙之类的，看看能不能缓解水肿，解除压迫，另外实在不能放疗可以考虑支架植入，缓慢呼吸困难,别急，先用激素和支架，放疗水肿时症状加重，过一段会好。,1,2
"特罗凯已经耐药了，没什么可留恋的，必须立刻停止。
换2992，联184的话看副作用情况，不能耐受的话减量或间隔服用。正在进展期，必须用重典，药要尽量足，副作用对症处理，万不得已再减量。",希望继续ct稳定。cea已经翻了好几倍了，佩服楼主的淡定。建议及早做出换药决定，可以瞒着大夫，赠药继续领，群里很多这么干的。,1,2
哎，我们也是打击一波接一波，只能先化疗了。。,我家检测应该算是全面的了：2014年10月17日，使用2014年6月确诊时的颈部淋巴结病理白片在广州益善公司进行基因检测结果如下：1、egfr18192021均为野生型，与2014年6月在上海泛亚公司检测结果相同；2、ALK检测阴性（2014年6月在广州益善公司进行的）；3、VEGFR1mRNA 78.7% 高表达、VEGFR2mRNA 73.5% 中偏高表达、VEGFR3mRNA 70.6% 中偏高表达；4、KRASE2E3 野生型；5、ROS1基因无重排；6、HER2基因拷贝数1.0；7、CMET基因无扩增。2014年11月11日，华大医学华大基因外周血检测化疗药物和靶向药物的检测结果:1）FLCN基因p.s240*突变，提示对mTOR抑制剂如依维莫司/西罗莫司/替西罗莫司等敏感。2）CDKN2A基因失活突变。提示对CDK4/6抑制剂如Palbociclib、 LEE011、LY2835219等敏感。3）化疗药物敏感性高或毒副作用风险较低的药物为紫杉醇/多西紫杉醇/伊立替康和卡培他滨/氟尿嘧啶/嘌呤类化合物/嘌呤类似物；4）化疗药物敏感性低或毒副作用风险较高的药物为蒽环类及氨甲蝶呤。至2014年11月14日第六周期化疗，情况可。从2014年11月21日开始，凯美纳中。2012年12月17日住院复查，稳定。继续凯中。,3,3
妈妈从12年服用易瑞沙以后，一致保持2月一次CEA;一次胸部CT的随访频率。肺部的控制一直都是很好的（无论是易瑞沙，还是阿法替尼）。有一个问题，804和阿法替尼是类似的药，如果阿法替尼6个月，脑部有进展（神志不清，呕吐2次）；还应该尝试804吗？,804控制脑转比阿法替尼强。肺部控制的好就是原来的药物还是有效的。,3,0
谢谢阿梁帮我家详细分析，非常感谢！我会考虑VEGFR类的靶向药，关注CA15-3指标,有效，而且是奇效,3,3
"上 
哆来磷酸这周末就去输，谢谢您的建议。放疗的话顾虑还是很多想先缓缓，妈妈头不疼但是左胳膊靠近腋下的一端还有腋下很麻很木不知道是怎么回事。",楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
既然不想让病人遭罪，病人年龄又大，建议立即盲试特罗凯，一旦有效将有很好的日子，如果不治疗会很快的,所以你应该不要放弃治疗，这种情况忙试易瑞沙最好了，价格比特便宜，有效的话时间前途一片光明的，他不愿意吃药你就把易瑞沙和丹参片一起吃，这两种药外观比较像的，老人应该看不出来。,1,2
很多人基因检测阴性后靶向成功的，不是绝对的，所以要试，不要灰心，试到有用就是赚的，我已经在准备了，化疗太痛苦，而且化疗几次后还是要走靶向，可以一直化疗的除非身体非常好,"家在江西一县城，发现后从县医院转了，住院在江西省肿瘤医院（我爸陪，我要上班，请了几次假，领导不悦了）。
化疗目前用了多西他赛，培美曲塞，顺铂，卡铂，效果不佳。
医生说他这里做不了基因检测，叫我们去上海做，我想，请假去一次也不容易呀，好歹问清楚点再行动。
医生说叫我们盲吃，我看论坛药这么多，那也太盲目了吧。",2,2
07 父亲是我人生最大的一棵树（骨转肝转，不适合手术放化疗盲试易瑞沙）(：；结束时间：；：89；有效回复数：11；问题类型:建议型),继续吃一个月易吧。建议停止免疫针。,0,1
贝伐治疗胸水不错,贝伐单用就可以，往胸腔罐，具体看我帖子，我妈妈一次就止住,3,3
"你别那么激动，这是慢性病，要用慢性子，有条不紊地冷静地一步一步地走，你急也急不出任何好结果。
慢性病的发展需要时间，那些时间可以让你从容地学习和尝试。
先考虑目前的事，以后的事以后再考虑",效果好的话可以一两年稳定，只定期检查就行了。,3,3
96 妈妈61岁，脑转、骨转、疑似肝转，19基因突变。服用特罗凯，为妈妈祈福,"下 
肢体麻可能是脑转移导致的，你问下医生看看脑转移的程度是否严重，再决定要不要放疗吧
不过照你描述不是太严重，严重的可以导致瘫痪。",0,1
由于现在进展，要尽快压制，经济上有条件就紫杉醇+希罗达+赫赛汀。当然医生可能不同意用赫赛汀，因为HER2只有一个+，那你可以用2992代替赫赛汀。,"建议搂主用诺维本+帕类化疗，病情进展要全身控制，化疗或靶向药是根本。
2992对Her2阳性更有效，你现在的病理Her2已经转为阴性，如果没有更好的靶向药可以用的话，要抓紧上化疗。",1,2
试一下克磋替尼。,直接上克药吧，还犹豫啥,1,2
如果吃靶向药有用就吃靶向药（男性可选择靶向药的种类不多，首考虑特罗凯）,"现在可以把手术病理送去检测基因突变，检测EGFR,ALK，KRAS等。",3,3
"你家的克 副作用大完全是因为用量大了，可以减小用量。 说明书上的最小用量是每天250mg。
我家开始的时候是200mg*2次。 克用了6个月多。",好的，非常感谢！,1,2
很多人基因检测阴性后靶向成功的，不是绝对的，所以要试，不要灰心，试到有用就是赚的，我已经在准备了，化疗太痛苦，而且化疗几次后还是要走靶向，可以一直化疗的除非身体非常好,不要停药.小小付作用算得什么.多看帖子学习.祝福！,3,3
如果肝脏病灶仍然有残余，看能不能做局部治疗处理掉。之后用单药希罗达或2992维持，或转成内分泌治疗。,你不要急好不好，别一股脑把药全用上。2992还有效，为什么要联184呢？没必要啊，这个是长期抗战。多吃药不见得有大效果，副作用可是成倍增加，2992已经70mg了加上184，心脏毒性可是很大的，身体跨了，还怎么长期抗战？这是慢性病，不是你下重药打速决战就能治好的。慢下来，不要急。,3,3
突不突变的现在也管不了那么多了，先上靶向药吧,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
中药消水，作用不大，因为根源在肿瘤，只要肿瘤控制住了，胸水就会慢慢消失的。,我父亲今年一月胸水也很厉害，易瑞沙吃了一个半月水才消了,3,3
水晶，希望你多考虑靶向药的主动轮换，别依靠化疗，我觉得除非好多靶向药都耐药了，再考虑化疗做几次，然后重回靶向更好一些。祝你治疗顺利！！,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
我爸胆管癌根治术后1年，现在大网膜转移，目前正在执行化疗 方案：  奥沙利铂+雷替曲塞+贝伐单抗,"关键是你那位病友之前有没接受过内分泌治疗，转移病灶ER表达是怎样的。
如果之前没有接受过内分泌治疗，而且ER强阳性，那么去势的效果就很好。",3,3
谢谢！明天安排做pet-ct了，到时就可以看到具体的病因了。,用谷维素和维生素B12用两天就好了。,3,2
"疼痛是因为胸膜上的肿瘤，不有力控制肿瘤就止不了疼痛，因止不了疼痛就用止痛药就必定引来更多更严重的问题，因此必须以缩小肿瘤为目标。阿瓦斯汀＋力比泰＋卡铂、阿瓦斯汀＋特罗凯＋4002、90毫克2992、阿西替尼5毫克X2次等都可以考虑选择。
阻塞性肺炎也因肿瘤而起，但已经存在炎症就必须在抗肿瘤的同时消炎。",我觉得你们说的都有道理，但是病人现在情况紧急，必须马上控制病情，否则有生命危险。9291先上，能控制住病情更好，如果不行，就易加184。阿西也可以考虑。,2,2
呼吸困难，踹气，应该跟感染有关，立即用上泰能！每天输白蛋白，另外检查电解质，看钾低不低，低了人也会虚弱，就让医生打点滴补钾,白蛋白太低了，要每天注射白蛋白,3,3
担心吃中药影响靶向药的药效啊，憨豆先生说过吃靶向药时要停掉一切中药,用谷维素和维生素B12用两天就好了。,3,2
兄弟直接盲吃靶向吧，我也是脑转骨转，盲吃易的,草船兄说的很对，你先照着做再慢慢学习了解吧。,1,2
"检查报告所见：静脉注射显像剂后三小时后最前位、后位全身骨显像。
全身骨骼显像清晰，形态正常；放射性分布欠均匀，可见左侧第7前肋、左侧第8—10后肋局 限性放射性浓聚灶，提示上述部位骨质代谢异常；其余骨骼、关节放射性分布大致均匀、对称。
检查结论：左侧第7前肋、左侧第8—10后肋骨质代谢异常。 AFP又涨了800多，同时又发现骨转了，不知道是做放疗好，还是打骨转针好，请各位战友们帮忙出出主义。",建议你阿西加184加唑来膦酸,3,0
若可以，最好做一下基因检测和免疫组化，这样可以确定先吃什么药，万一全部都是阴性，建议还是从易瑞沙开始试药，因为即使基因检测为阴性，仍然有少量的人吃靶向药物有效，加油啊，为了孩子,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
年纪大的病人，肿瘤发展也慢的，说句实话，也许不等肿瘤转移扩大，可能寿也到了，所以你的做法是有道理的，先备着靶向药，密切观察。,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
"上 
脑转以后有症状了就要早些放疗，如果没有可以暂缓，特也可以控制脑转。看脑部发展情况做增强磁共振了解。19突变，生存期3，5年还是有的，不能觉得活不了多久就消极治疗。脑部早些控制好，后面用药治疗方面也更灵活一些，生存期相对更长。每月定期复查，护肝的指标正常可少量吃，超标就得按说明吃","下 
你爸爸护肝吃的什么啊，我也打算赶紧买来吃。还有检查肝功是抽血还是CT还是什么",1,2
用阿瓦斯丁吧，能有效控制胸水,最好另加多西他赛，这样效果会更好,3,3
6 （2015/12/22更新）过关斩将，下一关：爷爷不肯吃饭，不爱喝水！90岁爷爷的治疗记录,对症支持，包括输血，预防心肺衰竭等，顶过这一波，可能会较大好转。有条件有经济基础可以转icu，因为icu对症支持有特权,0,1
"人的感觉非常重要,ct有无变化是靠人眼目测会有出入的.该换药了...",楼主加油，我家易+4002也吃了5个月了。,3,3
体内有T790m突变的同时，仍然有EGFR突变存在，虽然9291对EGFR18、19、21也有作用，但是它的效力对比应该不会超过易、特、2992，或者60mg的9291 抑制不住EGFR突变，这种情况可以考虑联合易、特、(或者2992)曾经哪个有效果；,291可以先加量至100，再下步可以联易。,1,2
方案应该是这样， 7080为主，多吉美为辅，两种药联合起来。,"可以考虑测以下5个免疫化组：ALK,C-MET,HER-2,VEGF,EGFR，如果ALK或C-MET有+号，就可以用克唑替尼或XL184",3,2
感染，用泰能，或者拜服乐,用泰能吧 或者拜复乐我老妈84岁，医生说随时可能死亡，一年过去了（服了特罗凯），生活质量没影响上周突然加重，不打针（输液走的很慢，口服药还可以）。我会老家看了状态很崩溃，就用了憨叔推荐的拜复乐，服了两天，精神了，但还是偶尔说胡话（这个应该是年龄问题吧）所以建议你赶紧用泰能或者拜复乐吧，这个药太霸道了,1,2
谢谢您，己经去医院报到了准备打针护肝升血小板,海南医疗外水平有限没有微波，现在我老公也不想到处跑了，体质大不如以前了瘦得只剩下83斤了，身高1.67谢谢前辈帮忙出主义！,2,2
肺腺癌IV期，EGFR19突变，11个月妈妈走了,增量吃易瑞沙看效果：有的治疗帖采用2、1、2、1模式。这样的效果基本等同于每天服用1.5片易瑞沙。看看体内易瑞沙浓度提高后，疼痛感有没有减轻。,0,1
严重甲沟炎怎么办,消毒后撒云南白药粉。,0,1
既然不想让病人遭罪，病人年龄又大，建议立即盲试特罗凯，一旦有效将有很好的日子，如果不治疗会很快的,0岁也是高龄了，盲吃靶向药吧，易瑞沙有效的话可以控制，副作用也较小。不然病情进展的快的话，后期病人也痛苦,1,2
改9291吧。,"其实我已经备了9291，但是这回妈妈又降了3个点，又不想放弃4002，毕竟我妈两个月的4002吃后，CT显示肺部的小结节明显缩小，不敢冒险啊。
前几天憨叔也建议我妈改吃9291，不过憨叔建议时，我妈还没检查，所以我还是想再吃20几天看看",3,3
建议基因检测，家人血检EGFR阴性，化疗几个周期后肺穿刺活检，EGFR突变，用特罗凯有效。,不一定要做支气管镜，摸摸自己的脖子，锁骨上有没有淋巴结肿大，或者上传你的CT片给我看看，或许简单的肺穿刺就OK，现在很多临床医生思维定势，只知道做气管镜而不注重查体的，我建议还是搞清楚基因状态，再决定下一步治疗，不建议论坛上无证据的试药，毕竟憨叔的经验是不可复制的,2,2
单发的应该不做全脑放啊？应该是伽马刀吧，请教其他前辈,数量少，尺寸小，病友们一般首选伽马刀的。,1,2
化疗两次看看能否有希望手术,肺部感染确实要当成比肿瘤更严重的问题来优先处理，我家就是感染导致病情急转直下，都下病危单了，抗感染有效后咳嗽和痰基本消失，疼痛明显减轻。,1,2
上靶向药吧，肝功不好从阿西开始吧，楼主注意自己和宝宝身体。,应该上靶向了,1,2
61 重回化疗，新发现多发骨转，母亲肺鳞癌骨转移治疗帖---愿我的爱能让母亲一直走...,感觉化疗太遭罪了。,0,1
992有效率很大，而且是官方推荐这样使用的。,楼主好年轻！听草船兄的，先不要管那么多了，试吃特罗凯先。特你买印度的就可以，一点不贵，大家都吃印度的，放心吧。其它的药你后面再学，特和易基本都是盲试首选。你有脑转，所以草船建议你先试特。别犹豫了。,1,2
86 31岁的老公查出肝癌晚期，挺着大肚子的我已六神无主,上靶向药吧，肝功不好从阿西开始吧，楼主注意自己和宝宝身体。,0,1
奖励最佳答复,可以在百度上了解一下褪黑素，每天睡前一粒挺简单的。,0,1
试特罗凯。,"建议先上特罗凯, 盲吃一个月再说",1,2
如果没有其他远端转移，80mg和130mg的效果应该是差不多的，可以从阿斯利康二期临床数据看出来,最后进展都是远端，腺癌如此。,1,2
如果顺铂反应太大，可以跟医生协商是否调增为卡铂？,恩，到时候再看。听一个医生朋友说顺铂效果比卡铂好！,1,2
楼主，如果有脑转的话，特罗凯比易入脑，可以试一下,你管它基因突变不突变，盲吃 脑转就先从特罗凯开始做基因检测 病人又要一场小手术 穿刺  ！,1,2
用特至少3周以上，再检查！,对，吃够1个月再做检查。,1,2
53 靶向药的轮回疑问,"下午 
凡德和阿西无效的话，换其它类似药，四步法是不错的！",0,1
楼主要重点注意是不是有骨转，可以做骨扫描，1000不到,具体能不能手术还是要听权威医生的意见，我妈的检查过程是这样的:腰部核磁发现肿瘤，医生很怀疑是恶性，但也不敢确定，后去北京积水潭医院肿瘤科，全身骨扫描，发现骨盘病变范围大，腰2也有，医生怀疑恶性肿瘤的可能性大，下一步骨盆穿刺，拍胸片发现原发灶在肺部，双肺全有了，晚期不能手术，穿刺结果腺型，后转到北京协和医院，基因检测阳性，直接吃易瑞沙，现在是第二个月，医生说已经很严重了，但我妈没有任何症状，咳嗽都是偶尔的，现在每月去医院输天晴依泰，保护骨头，这些检查用了两个月才吃上易瑞沙治疗。,3,3
伽马刀是比较贵的设备，也不是每个医院都有。看情况可以转院,你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
单肺  医生应该不会建议术后放疗,你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
用利尿剂，逐步消除腹水。绝对卧床休息，戒盐，戒油。,饮食一定要软要温。,1,2
15 吃91效果不错，那以后吃什么,调整药量，联合用药，现在听说了3579,0,1
建议穿刺活检做基因检测，针对性用靶向药控制,不用等了，早日上靶向，早日治疗。,1,2
爸爸肺腺癌骨转—299804中，停止痛药，CEA上升，CA199降，胰体有低密度灶，耐药了？,建议还是备着V靶点和克药等其他靶点的药。,0,1
有炎症先消炎处理，C反应高了。,先处理炎症,1,2
9 基因不突变野生型的患者，大家来谈谈自己的治疗方法,野生型而且HER2、VEGF都是阴性或不明的话，一线推荐上化疗（2-4周期），之后再用特罗凯。,0,1
"12 易瑞沙，特罗凯，2992+4002,299804，易+120，特+4002.....现2921单药中....",病情目前处于进展期，可以使用之前有效的培美+顺铂或者更强力的阿瓦斯丁来抑制住病情的进展再换用其他的靶向药进行维持,0,1
肝功还可以，复查升高有可能是介入引起，坚持吃水飞即可。,afp不明显，加测其他肿瘤标志物如铁蛋白等，顺便把凝血也测了。,1,2
我觉得可以上“4002+2992”，4002可以上到每天300mg，分2次，也就是150mg*2，同时吃掉那放得比较久的2992，即使2992装的量小一些，即使2992放的时间长一些，就算2992无效也不影响大局。2992可能会有点高血压副作用，注意吃降压药就是了。,2992不影响血压，如果你担心肿瘤的发展，可以把量加到70毫克，老马因为考虑病人的身体情况和低CEA，才建议使用60毫克。至于别的药，我不建议在近期使用，现在不是与肿瘤拼命的时候，而是尽可能治疗和解决严重的心血管问题的时候，这问题若能解决或减轻严重程度，对今后的抗肿瘤的本钱是重要的提升，否则，一旦肿瘤发展起来，就立即陷入无法用药的僵局。,1,2
一个月前就做了胃镜，说是无法放支架。妈妈淋巴肿大把食管压的连水都下不去，气管也是压的就留一点地方，所以喘得厉害。本来想放个最细的胃流导管，可以吃流质。纠结了半天也没有放，担心是 1）胃镜有镜头看得到的，做到食管25cm-30cm的地方就实在下不去了，胃流导管是盲插，难度更大，很有可能痛苦半天也放不下； 2）即使放下的，淋巴压迫食管和气管的地方是连在一起的已经没有空间了，要是食管有个管子进去，可能气管进一步压迫。所以还是采用了静脉补液。,"有的人是没办法做检查的
我妈也没做检查，年纪太大了，84岁。现在盲试的结果还不错，原来喝水都呛，现在都没事了，手也不抖了。",1,2
能手术当然手术，如果身体好也可以考虑肺叶切除甚至全肺切除，如果双肺转移那就无法手术了。,十分同意，我妈妈也是21突变，化疗效果不错但要是化疗不能耐受者，可以上靶向药不用犹豫,1,2
做个骨扫描吧，看看情况，再决定如何用药,"“盐酸吗啡片”吗？这个是短效药，只有4小时功效！奥施康定是12小时长效药!       吗啡服用剂量现在多少？
身体状况不佳，不要继续化疗~可以坚持尝试半月9291~若疼痛不再加剧，也继续坚持服用~或参考联合用药！希望有较好的疗效！坚持~~~",2,2
化疗耐受+有效，可化。多交流!,化疗有效也不能过多,2,2
建议穿刺活检做基因检测，针对性用靶向药控制,还是靶向治疗吧。不及时治疗会发展很快的。,1,2
"我也是新人，发表些观点！抗肿瘤+止痛！
疼痛不好处理，只能吃止痛药~同时靶向若有效，7天应不会增加疼痛~疼痛建议“奥施康定”，芬太尼不推荐，而且贴后约24小时后见效~我妈持续服用“奥施康定”一天两次。",谢谢，但我家在12月就吃过奥斯康定，没有效果才换的吗啡。最近一星期吗啡量翻番，却还是止不住疼痛。t790m突变的检测前天才拿到，都没有信心4002、2992、9291慢慢来了。医生对4002、9291知之甚少，就喊化疗，但我爱人的身体已经承受不起了。忧心如焚,2,2
"以后的路还很长，也不是一种药能用到很长时间的。钱留在后面用的比较稳妥。后面检查比较多。
你家吃了这么长时间，应该早点去检查肿瘤标志物，稳定的时候 每个月去检查，不确定有无效果的时候最好21天就可以去检查了。CEA只是一种标志物，CA153也可以。其他的也可以作为参考。",同时用了塞来昔布200MG每天，（参考了深蓝的帖子），同时我们也用它来加强局部止痛。,3,3
易瑞沙与特罗凯属于一代药，特罗凯浓度高于易，特耐药后不要回易瑞沙,我妈妈也吃克+特联药，与你家一样很难受。我妈克药饭后半小时就服用，大量喝水，把药直接入胃中。用了这方法就好多了。你家也尝试下能否有效。,1,2
（alex）求教解决咳嗽的方法,去同仁堂 买人参保肺丸 试试  据说止咳效果很好,0,1
56 爸爸8月2号走了，感谢帮助过我们的朋友。巨块型术后4月，肝内多发，最...,感染科？专科医生更好对症，外科和肿瘤科不适合现在的你们,0,1
谢谢你的回复，那我让妈妈找医生开抗病毒的药，在那边做完手术出院时专门问了抗病毒的问题，医生说先不管，少吃药多吃饭，以恢复身体为主，没想到身体没恢复过来现在这样了。,唑来膦酸立竿见影，副作用小，骨转后期可以考虑89锶和XL184 卡博替尼,1,2
培美相对反应较小，如果有效一般6期,感觉你家药换的比较频繁，可能是心急的原因吧，觉得还是吃到一定时间再判定有效无效，有时候刚吃几天，可能有别的原因导致吃的这几天状态不好，会导致你认为药无效。,1,2
63 求助 爸爸肺癌转移 现压迫气管 呼吸困难,你可以试试9291之类的药呀，医院医生他们不会叫你们用的，价格也不贵，基因不突变，不一定免疫组化正常，多看看憨豆大叔的文章就知道了。,0,1
"我妈妈也是21突变，开始不懂靶向药，就先化疗两次，效果非常好，病灶显示大半，但是后来知道靶向后，就停化疗上靶向，结果只是稳定，当然好处是不用折腾，过得比较舒服，但是对于病情，我不敢说我当初在化疗效果非常好的情况下，放弃化疗上靶向是明智的。原因如下：1、对于21突变来说，一线靶向不见得比一线化疗更好，阿法替尼和化疗对比在21突变一线治疗上并没有优势，甚至后者OS还要多几个月，并且21突变比19突变对化疗更敏感，有效率更高。2、一线化疗和二三线化疗比起来，前者有效率要高，如果你想把化疗这个有利武器放到最后，有很大可能就变无效了。3、癌症是消耗性疾病，越往后病人身体就会越差，所以趁现在身体状况尚可，可以先上化疗，如果有效，多化疗几期，然后再靶向；如果无效，直接接靶向。化疗留到最后，有效率低是一个方面，到时候病人身体恐怕也不能耐受了。
另外，不知道AC方案，不知道楼主说的是不是AP方案（培美曲塞+铂类）
以上只是我个人看法，仅供参考。",十分同意，我妈妈也是21突变，化疗效果不错但要是化疗不能耐受者，可以上靶向药不用犹豫,1,2
尝试靶向,盲试也有机会，可以从克药开始,3,3
索坦无效，肝部病灶控制不错，但是肺部增多增大，求粒子植入技术好的医院医生！,我感觉是不是需要做个影像学检查来确认一下效果，有时候AFP的干扰因素很多,0,1
不能再化疗了，否则癌没冶好，人却不行了。,水晶，希望你多考虑靶向药的主动轮换，别依靠化疗，我觉得除非好多靶向药都耐药了，再考虑化疗做几次，然后重回靶向更好一些。祝你治疗顺利！！,1,2
既然已经培美顺铂化疗了，祝福化疗有效！我的理解就算是培美顺铂有效，也最好不要超过4个疗程,992看看打击Her2靶点的效果。,3,2
多谢sharonalen。希罗达+2992方案我们也考虑过，但是考虑到药物反应太大，我妈妈身体的其他脏器因各种药物的反复伤害已然经不起大折腾。所以还是想尝试寻找较和缓的方案。,"你的意思是单药184就可以了吗？
你家之前单药184用了多久呢？用啥指标换药呢？用到副作用不能耐受嘛？",0,4
看楼主家的用药，4002效果不好，184效果好，应该是c-met扩增，没有T790m或者T790m极少。由于9291针对E靶点和T790m，所以9291效果也不好。在群里看到阿梁用4040脉冲法对付脑转，就是一天加倍服用易，一天不服，如此交替，楼主可以借鉴他家的用药方法。,我母亲也67岁，现服易中，坚持。,3,3
可以吃易一个月观察脑部效果 如果症状严重需要先放疗,具体能不能手术还是要听权威医生的意见，我妈的检查过程是这样的:腰部核磁发现肿瘤，医生很怀疑是恶性，但也不敢确定，后去北京积水潭医院肿瘤科，全身骨扫描，发现骨盘病变范围大，腰2也有，医生怀疑恶性肿瘤的可能性大，下一步骨盆穿刺，拍胸片发现原发灶在肺部，双肺全有了，晚期不能手术，穿刺结果腺型，后转到北京协和医院，基因检测阳性，直接吃易瑞沙，现在是第二个月，医生说已经很严重了，但我妈没有任何症状，咳嗽都是偶尔的，现在每月去医院输天晴依泰，保护骨头，这些检查用了两个月才吃上易瑞沙治疗。,3,3
"12 易瑞沙，特罗凯，2992+4002,299804，易+120，特+4002.....现2921单药中....",甲沟炎用双氧水冲洗，碘伏泡20分钟。,0,1
pd-1都是静脉注射，这个时候医院完全不让用靶向药了，只能找口服的。,你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
尝试靶向,根据憨豆叔所说没有基因突变也可以试试靶向药9+2,1,2
"前辈们帮忙出出主义！
      目前1、2014年6月肺部转移多发，一年多来，只是略微增大，最大1.1cm，胸膜有6至7个肿瘤，胸膜肿瘤己侵犯到肋骨，骨扫描显示左侧第7前肋，左侧第8一10后肋局限性放射性浓聚灶，无明显叩痛点，片状拉扯痛和压麻痛。
     2、2014年12月转移到肝部，发现时1.0cm和多个结节，一年多来发展较快，2015年10月最大的1.8cmx2.0cm，其它差不多有5个，大小有1.0cm多，密度降低。原发灶在左隔与脾之间
     3、目前的治疗方案。
骨转部分：己打骨转针，肋骨的放疗有医生建议用直线加速器做，也有医生不建议做；
肺部：我们想，肺部发展不快暂时不处理；
肝部：海口有射波刀，5cm内均可处理，我们想肝部肿瘤发展较快，挑1一2个(目前最大2cm)来做降低一下癌负荷。也不知道肝部做射波刀有什么后果？",肝上病灶首先考虑介入治疗。,3,0
靶向联用，副作用的处理要考虑好,你说的太有道理了  耐药后穿刺活检的部位不是肺部原发灶，而是腰部转移瘤，但也没办法，这都是按大夫的要求做的，现在再让我妈妈重新再到医院做一次肺部穿刺好像不太可能了,1,2
靶向药没有什么建议，能做基因检测的话，最好，可以有目标的用药。没有基因检测，只能从大家效果比较好的开始一种一种的试，想要依靠靶向药控制实体瘤，我认为是不太可能（个别幸运的除外），所以，尽量减少癌负荷，然后再配合靶向药。个人意见，仅供参考。,这也是我们所担心的，只能去试试靶向了，多无效，还有其他的靶向也可以试试，例如啊西、索坦、7080。。。。。,1,2
55 分享经验,趁着脑部控制好转建议早些做脑部放疗,0,1
用8O4联184或280试试呢？药不能换得太频繁，药量要大一点。仅供参考。,这种其实就是脑膜转移，解放军总医院的医生可能不会看，最简单的是做一个腰穿，但这种脑膜转移做全脑放疗也是凶多吉少,2,2
全身检查确定只有肺部的话，确实可以考虑手术，身边病友很多切除整片肺的，生活状态依然不错。能手术的还是首选，降低癌负载，然后积极治疗。,能切最好切掉。如果来广州治疗，手术找中山医肿瘤外科戎铁军教授。很好很好的一个医生。号超难挂。但你在他出诊那天早早候着诊室门口，一般都会给你加号。把你所有的病历资料，片子都要带齐。,1,2
很多人基因检测阴性后靶向成功的，不是绝对的，所以要试，不要灰心，试到有用就是赚的，我已经在准备了，化疗太痛苦，而且化疗几次后还是要走靶向，可以一直化疗的除非身体非常好,真后悔，不应该化疗，以前身体很好，现在完全变了，化疗没控制癌细胞，起了反效果,2,2
可以想点办法补材料，哪个医生推荐的就找哪个医生补化疗材料,补材料，怎么样的规定就怎么做，规定是死的，人是活的。别着急。,1,2
可以用索坦， 搏一下。 索坦应该不怎么伤肝功能， 可以先试一试3/4 量， 不要药物联用， 肝脏受不了。,我爸爸吃过， 降甲胎蛋白效果很好， 可是同时白细胞血小板也降得很厉害， 所以建议先从3/4 量起， 不过所有靶向药中， 只有索坦不太伤肝功能的。要是身体不耐受， 可以试试看阿西， 这个也是很普遍的药，有实体瘤 从6-7 毫克起，每日两次， 一共12-14 毫克一天， 尝试一下， 祝好运！危险的时候， 不要几个药一起上， 肝脏会承受不住的。,3,3
肝脏到了这一步，很难逆转形势，出血将会频繁发生，若遇到大出血就非常危险，有条件的话应该考虑肝移植，这是唯一的出路。,移植可以救命，但是后面的治疗选择更少，所以只能顾当前。想不了那么多,3,2
60 妈妈肺腺癌正易9个月，化疗4次，2992一个月无效，4002一个月耐药，现在4002+易,从2月份的CEA40.26和4月份的CEA40.36数据来看，这接近两个月的4002还是有稳定作用的，由于4002没有E靶点，所以你采用4002联用易这个方案应该有效果,0,1
